PMID	Year	Abstract
30217728	2018	'In this study, we proposed that the functionality or phenotype of differentiated cardiomyocytes derived from human induced pluripotent stem cells (iPSC-CMs) might be modified by co-culture with mesenchymal stem cells (MSCs), resulting in an improved therapeutic potential for failing myocardial tissues. Structural, motility, electrophysiological, and metabolic analyses revealed that iPSC-CMs co-cultured with MSCs displayed aligned myofibrils with A-, H-, and I-bands that could contract\xa0and relax quickly, indicating the promotion of differentiation and the establishment of the iPSC-CM structural framework, and showed clear gap junctions and an electric pacing of\xa0>2\xa0Hz, indicating enhanced cell-cell interactions. In addition, soluble factors excreted by MSCs, including several cytokines and exosomes, enhanced cardiomyocyte-specific marker production, produced more energy under normal and stressed conditions, and reduced reactive oxygen species production by iPSC-CMs under stressed condition. Notably, gene ontology and pathway analysis revealed that microRNAs and proteins in the exosomes impacted the functionality and maturation of iPSC-CMs. Furthermore, cell sheets consisting of a mixture of iPSC-CMs and MSCs showed longer survival and enhanced therapeutic effects compared with those consisting of iPSC-CMs alone. This may lead to a new type of iPSC-based cardiomyogenesis therapy for patients with heart failure.'
30217725	2018	'Most of the crop plants contain about 30% of hemicelluloses comprising D-xylose and D-arabinose. One of the major limitation for the use of pentose sugars is that high purity grade D-xylose and D-arabinose are yet to be produced as commodity chemicals. Research and developmental activities are going on in this direction for their use as platform intermediates through economically viable strategies. During chemical pretreatment of biomass, the pentose sugars were generated in the liquid stream along with other compounds. This contains glucose, proteins, phenolic compounds, minerals and acids other than pentose sugars. Arabinose is present in small amounts, which can be used for the economic production of value added compound, xylitol. The present review discusses the recent trends and developments as well as challenges and opportunities in the utilization of pentose sugars generated from lignocellulosic biomass for the production of value added compounds.'
30217721	2018	'INTRODUCTION: Glycerol phenylbutyrate (GPB) is approved in the US and EU for the chronic management of patients ≥2\u202fmonths of age with urea cycle disorders (UCDs) who cannot be managed by dietary protein restriction and/or amino acid supplementation alone. GPB is a pre-prodrug, hydrolyzed by lipases to phenylbutyric acid (PBA) that upon absorption is beta-oxidized to the active nitrogen scavenger phenylacetic acid (PAA), which is conjugated to glutamine (PAGN) and excreted as urinary PAGN (UPAGN). Pharmacokinetics (PK) of GPB were examined to see if hydrolysis is impaired in very young patients who may lack lipase activity.\n\nMETHODS: Patients 2\u202fmonths to <2\u202fyears of age with UCDs from two open label studies (n\u202f=\u202f17, median age 10\u202fmonths) predominantly on stable doses of nitrogen scavengers (n\u202f=\u202f14) were switched to GPB. Primary assessments included traditional plasma PK analyses of PBA, PAA, and PAGN, using noncompartmental methods with WinNonlin™. UPAGN was collected periodically throughout the study up to 12\u202fmonths.\n\nRESULTS: PBA, PAA and PAGN rapidly appeared in plasma after GPB dosing, demonstrating evidence of GPB cleavage with subsequent PBA absorption. Median concentrations of PBA, PAA and PAGN did not increase over time and were similar to or lower than the values observed in older UCD patients. The median PAA/PAGN ratio was well below one over time, demonstrating that conjugation of PAA with glutamine to form PAGN did not reach saturation. Covariate analyses indicated that age did not influence the PK parameters, with body surface area (BSA) being the most significant covariate, reinforcing current BSA based dosing recommendations as seen in older patients.\n\nCONCLUSION: These observations demonstrate that UCD patients aged 2\u202fmonths to <2\u202fyears have sufficient lipase activity to adequately convert the pre-prodrug GPB to PBA. PBA is then converted to its active moiety (PAA) providing successful nitrogen scavenging even in very young children.'
30217697	2018	'Pancreatic cancer is one of the most difficult clinical cases to diagnose with a very low 5-year survival rate of 5%, regardless of the advances made in both the medical and surgical treatment of the disease. One of the contributing factors for the high mortality rate seen of pancreatic cancer patients is the lack of effective chemotherapies, which is believed to be due to drug-resistance. Based on recent evidence, epithelial-mesenchymal transition (ETM) of pancreatic cancer cells has been found to be associated with the development of drug resistance and an increase in cell invasion. Therefore, we conducted the present study in order to investigate the regulatory effects of Golgi protein-73 (GP73) on PC. GP73 and EMT-related gene expressions in PC, along with the adjacent and chronic pancreatitis tissues were determined by means of RT-qPCR and Western blot analysis. Cultured PC cells were treated with pAdTrack-CMV, si-NC, GP73 overexpression, Si-GP73, Snail-siRNA and GP73\xa0+\xa0Snail-siRNA. Cell invasion, migration and metastasis were measured in\xa0vitro and in\xa0vivo. The results revealed that the PC tissues and chronic pancreatitis tissues exhibited diminished E-cadherin expression and amplified GP73, N-cadherin, Vimentin and Snail expression. In response to GP73 gene silencing, PC cells presented with increased E-cadherin expression and decreased N-cadherin, Vimentin, Snail expression in addition to the inhibition of the number of invasive cells, tumor volume and number of liver lesions. These findings highly indicated that the overexpression of GP73 promotes cell invasion, migration and metastasis by inducing EMT in PC.'
30217696	2018	'Two closely related, thermophilic bacteria, designated strains YIM 76954 and YIM 76947, were isolated from the Rehai Geothermal Field, Tengchong, Yunnan province, south-west China. Polyphasic approach and whole genome sequencing were used to determine the taxonomy status and genomic profiles of the novel strains. Phylogenetic analysis based on 16S rRNA gene sequences indicated that the two isolates were closely related to Thermus scotoductus SE-1 (97.1% sequence similarity), and T. amyloliquefaciens YIM 77409 (96.6%). The strains could be differentiated from most recognized Thermus species by their whitish to slight reddish colony color, distinct DNA fingerprinting profiles and low ANI values. Cells stained Gram-negative, rod-shaped of diameter 0.2-0.5μm and length 1.5-5.0μm. Growth occurred at 50-75°C, pH 6.0-9.0 and in the presence of up to 1.0% (w/v) NaCl concentration. Thiosulfate was found to enhance cell growth, besides improving the intensity of its colony color. Oxygen, nitrate, sulfur, and Fe(III) could be used as terminal electron acceptors for growth. MK-8 was the major respiratory menaquinone. Major fatty acids were iso-C, iso-C, anteiso-C, and anteiso-C. The genome size was 2.26Mbp with 65.5% average GC content. A total of 2374 genes was predicted, comprising 2322 protein-coding and 52 RNA genes. On the basis of the polyphasic evidence presented, it is proposed that strain YIM 76954 represents a novel species of the genus Thermus, for which the name Thermus tenuipuniceus sp. nov. is proposed. The type strain is YIM 76954 (=JCM 30350=KCTC 4677).'
30217653	2018	'Fluoride (F) can induce changes in the expression of several liver proteins.It is suggested that these changes are dose- and time-dependent. The objective of this study was to analyze the effect of different F concentrations and exposure times to this ion on the pattern of protein expression in the liver of rats. Thirt-six 21-day-old male Wistar rats were divided into 2 groups (n\u202f=\u202f18) according to the treatment duration (20 or 60\u202fdays). Each of these groups was then divided into 3 subgroups (n\u202f=\u202f6) according to the concentration of F administered in drinking water, as follows: 0\u202fmg/L (control), 15\u202fmg/L or 50\u202fmg/L. After the experiment periods, the animals were anesthetized and the liver and blood were collected. F was analyzed in plasma and liver. Part of the liver was fixed for histological analysis. Liver proteins were extracted and prepared for quantitative label-free mass spectrometry analysis. F concentrations in plasma and liver were significantly higher in the group treated with 50\u202fmg /L in comparison with control, regardless the time of exposure. Histological alterations in the liver were more evident in the subgroups treated for 20\u202fdays. The proteomic analysis revealed changes in proteins related to endoplasmic reticulum and mitochondrial oxidative stress, mitochondrial alteration, apoptosis and cellular respiration upon exposure to F. The results reinforce previous findings showing that the effects of F in the liver are dose- and time-dependent and provide the molecular basis for understanding the evolution of these effects.'
30217652	2018	'Etoposide is a well-known and widely used anticancer drug that displays several side effects. In addition, tumors often acquire resistance to this drug. Our aim is to develop a combination therapy that would augment toxicity of etoposide in malignant cells. Based on literature and our experiments, we selected mifepristone (RU486) as a potential supporting molecule that is able to enhance etoposide toxicity against cancer cells. All experiments were performed with Hep G2 cells, a well-known and described human hepatocellular carcinoma cell line. By using xCELLigence system, we demonstrated that mifepristone enhances toxicity of etoposide in a dose dependent manner with concomitant caspase-3 activity. We evaluated upregulation of Bax because mifepristone was demonstrated to modulate proapoptotic Bax protein expression. Our data show only weak and not statistically significant increase of Bax expression. On the other hand, we show that mifepristone increases etoposide toxicity via inhibition of ABC transporters, coupled with significant increase of intracellular etoposide concentration. In conclusion, we demonstrate that mifepristone has a synergistic effect with etoposide treatment in the Hep G2 cells and that the effect is related to ABC transporters inhibition.'
30217650	2018	'Global eradication of hepatitis C virus (HCV) infection will require an efficacious vaccine capable of eliciting protective immunity against genetically diverse HCV strains. Natural spontaneous resolution of HCV infection is associated with production of broadly-neutralizing antibodies targeting the HCV glycoproteins E1 and E2. As such, production of cross-neutralizing antibodies is an important endpoint for experimental vaccine trials. Varying success generating cross-neutralizing antibodies has been achieved with immunogens derived from naturally-occurring HCV strains. In this study the challenge of minimising the genetic diversity between the vaccine strain and circulating HCV isolates was addressed. Two novel synthetic E2 glycoprotein immunogens (NotC1 and NotC2) were derived from consensus nucleotide sequences deduced from samples of circulating genotype 1 HCV strains. These two synthetic sequences differed in their relative positions in the overall genotype 1a/1b phylogeny. Expression of these constructs in Drosophila melanogaster S2 cells resulted in high yields of correctly-folded, monomeric E2 protein, which were recognised by broadly neutralizing monoclonal antibodies. Immunization of guinea pigs with either of these consensus immunogens, or a comparable protein representing a circulating genotype 1a strain resulted in high titres of cross-reactive anti-E2 antibodies. All immunogens generated antibodies capable of neutralizing the H77 strain, but NotC1 elicited antibodies that more potently neutralized virus entry. These vaccine-induced antibodies neutralized some viruses representing genotype 1, but not strains representing genotype 2 or genotype 3. Thus, while this approach to vaccine design resulted in correctly folded, immunogenic protein, cross-neutralizing epitopes were not preferentially targeted by the host immune response generated by this immunogen. Greater immunofocussing by vaccines to common epitopes is necessary to successfully elicit broadly neutralizing antibodies.'
30217647	2018	'A newly profiling of Salicornia arabica (SAPS) polysaccharides was investigated. The water-soluble polysaccharide extract extracted from the Tunisian halophyte (SA) contained sulfate (9.64\u202f±\u202f0.003%), carbohydrate (86.33\u202f±\u202f0.003%), protein (1.24%), and uronic acids (3.33\u202f±\u202f0.37%). The analysis of the monosaccharide composition revealed the presence of arabinose, Glucopyranose galactose, Glucuronic acid and glucose. The identified polysaccharide was considered as heterogeneous and highly branched via gaz chromatography, Fourier Transform Infrared Spectrometer (FT-IR), Thin layer chromatography (TLC) analysis. It also displayed an important radical scavenging and reducer power as well it exhibited effective antimicrobial properties.'
30217616	2018	'BACKGROUND: Proteasome inhibitors used in the treatment of multiple myeloma act primarily through the disruption of intrinsic cellular protein quality maintenance, resulting in proteotoxic stress, cellular dysfunction, and, ultimately, cell death. We assessed whether evidence has shown off-target myocardial dysfunction related to the administration of bortezomib-based chemotherapy for multiple myeloma.\n\nPATIENTS AND METHODS: Patients aged 18 to 70 years who were free of significant cardiovascular disease were included. They underwent evaluations before and after each dose of bortezomib to assess for clinical, subclinical, and transient cardiotoxicity using echocardiography and serum biomarker measurement. Cardiac magnetic resonance imaging was performed at 3 separately defined intervals. The primary modality for determining subclinical myocardial dysfunction was echocardiographic assessment of the global longitudinal strain (GLS).\n\nRESULTS: Eleven patients (7 men) with an average age of 55 years were included. No evidence of cumulative myocardial dysfunction was found using echocardiographic markers, primarily GLS (average change in absolute GLS,\xa0-1.17; P\xa0= .064). Additionally, no echocardiographic evidence of transient cardiotoxicity was found. The left ventricular ejection fraction (LVEF) also did not show any significant changes (ΔLVEF,\xa0-2.17%; P\xa0= .15). Magnetic resonance imaging confirmed no changes in structure or function (ΔLVEF,\xa0-2.6%; P\xa0= .54) and extracellular volume fraction (Δ\xa0= 2%; P\xa0= .46). The serum biomarker levels also did not change significantly over time.\n\nCONCLUSION: We did not observe cardiotoxicity from bortezomib-based chemotherapy despite very intensive evaluation with multiple modalities. Neither cumulative nor transient alterations were found in our metrics, suggesting that bortezomib is safe from a cardiovascular standpoint for patients free of cardiovascular disease.'
30217614	2018	"""Seminal fluid proteins elicit several post-mating physiological changes in mated Drosophila melanogaster females. Some of these changes persist for over a week after mating because the seminal protein that causes these changes, the Sex Peptide (SP), binds to sperm that are stored in the female reproductive tract. SP's sperm binding is mediated by a network of at least eight seminal proteins. We show here that some of these network proteins (CG1656, CG1652, CG9997 and Antares) bind to sperm within 2\u202fh of mating, like SP. However, while SP remains bound to sperm at 4 days post-mating, none of the other network proteins are detectable at this time. We also observed that the same network proteins are detectable at 2\u202fh post-mating in seminal receptacle tissue from which sperm have been removed, but are no longer detectable there by 4 days post-mating, suggesting short-term retention of these proteins in this female sperm storage organ. Our results suggest that these network proteins act transiently to facilitate the conditions for SP's binding to sperm, perhaps by modifying SP or the sperm surface, but are not part of a long-acting complex that stably attaches SP to sperm."""
30217606	2018	''
30217600	2018	'Proteins are essential throughout the biological and biomedical sciences and the purification strategies of proteins of interest have advanced over centuries. Elastin-like polypeptides (ELPs) are compound polymers that have recently been highlighted for their sharp and reversible phase transition property when heated above their lower critical solution temperature (LCST). ELPs preserve this behavior when fused to a protein, and as a result providing a simple method to isolate a recombinant ELP fusion protein from cell contaminants by taking the solution through the soluble and insoluble phase of the ELP fusion protein, a technique designated as the inverse transition cycle (ITC). ITC is considered an inexpensive and efficient way of purifying recombinant ELP fusion proteins. In addition, ELPs render recombinant fusion protein more stability and a longer clear time in blood stream, which give ELPs a lot of valuable applications in the biotechnological and pharmaceutical industry. This article reviews the modernizations of ELPs and briefly highlights on the possible use of technologies such as the automatic piston discharge (APD) centrifuges to improve the efficiency of the ITC in the pharmaceutical industry to obtain benefits.'
30217599	2018	'Strategic design and suitable purification techniques are of paramount importance in the production of recombinant proteins, if intended for use in a diagnostic assay. However, there is no single protocol that can be universally adopted for obtaining proteins in requisite quality and quantity across various platforms. In this study, we have targeted proteins of bluetongue virus (BTV), which is the causative agent of an arthropod-borne infectious disease in ruminants. Traditionally, serological diagnosis of the disease has rested upon either virus neutralization test or on an ELISA test that employed a recombinant structural (VP1, VP7) protein. Among the non-structural (NS) proteins of BTV, NS1 and NS3, are preferred candidate antigens in development of immuno-diagnostics as these provide the option for identifying recent/ongoing infection. However, the difficulty in production/purification of recombinant full length NS proteins of BTV in sufficient quantity and quality in various expression systems, due to inherent structural complexities, have restricted their wider applicability as immunodiagnostic reagents. To circumvent the difficulties associated with production/purification, we developed a novel NS1 and NS3 fusion gene (∼1302 bp) encoding for NS1 N-terminus (M to G aa) and NS3 protein containing the N- and C-termini with a deletion of two hydrophobic domains along with intervening variable central domain (A to A aa) of bluetongue virus 23. This construct was cloned, over-expressed and efficiently purified by single step affinity chromatography under unique denaturing/renaturing condition. The purified fusion protein was found suitable for detection of antibodies against BTV in an indirect ELISA (iELISA).'
30217597	2018	'The mechanisms driving innovations that distinguish large taxons are poorly known and essentially accessible via a candidate gene approach. A spectacular acquisition by tunicate larvaceans is the house, a complex extracellular filtration device. Its components are secreted by the oikoplastic epithelium which covers the animal trunk. Here we describe the development of this epithelium in larvae through the formation of specific cellular territories known to produce distinct sets of house proteins (Oikosins). It involves cell divisions and morphological differentiation but very limited cell migration. A diverse set of homeobox genes, most often duplicated in the genome, are transiently and site-specifically expressed in the trunk epithelium at early larval stages. Using RNA interference, we show that two prop duplicates are involved in the differentiation of a region on and around the dorsal midline, regulating morphology and the production of a specific oikosin. Our observations favor a scenario in which multiple homeobox genes and most likely other developmental transcription factors were recruited for this innovation. Their frequent duplications probably predated, but were not required for the emergence of the house.'
30217595	2018	'Hundreds of thousands of cis-regulatory DNA sequences are predicted in vertebrate genomes, but unlike genes themselves, few have been characterized at the functional level or even unambiguously paired with a target gene. Here we serendipitously identified and started investigating the first reported long-range regulatory region for the Nr2f1 (Coup-TFI) transcription factor gene. NR2F1 is temporally and spatially regulated during development and required for patterning and regionalization in the nervous system, including sensory hair cell organization in the auditory epithelium of the cochlea. Analyzing the deaf wanderer (dwnd) spontaneous mouse mutation, we traced back the cause of its associated circling behavior to a 53kb deletion removing five exons and adjacent intronic regions of the poorly characterized Mctp1 gene. Interestingly, loss of Mctp1 function cannot account for the hearing loss, inner ear dysmorphology and sensory hair cell disorganization observed in dwnd mutants. Instead, we found that the Mctp1 deletion affects the Nr2f1 gene located 1.4Mb away, downregulating transcription and protein expression in the embryonic cochlea. Remarkably, the Mctp1 allele failed to complement a targeted inactivation allele of Nr2f1, and transheterozygotes or Mctp1 homozygotes exhibit the same morphological defects observed in inner ears of Nr2f1 mutants without sharing their early life lethality. Defects include improper separation of the utricle and saccule in the vestibule not described previously, which can explain the circling behavior that first brought the spontaneous mutation to attention. By contrast, mice homozygous for a targeted inactivation of Mctp1 have normal hearing and inner ear structures. We conclude that the 53kb Mctp1 deletion encompasses a long-range cis-regulatory region essential for proper Nr2f1 expression in the embryonic inner ear, providing a first opportunity to investigate Nr2f1 function in postnatal inner ears. This work adds to the short list of long-range regulatory regions characterized as essential to drive expression of key developmental control genes.'
30217589	2018	'Bivalve shells are inorganic-organic nanocomposites whose material properties outperform their purely inorganic mineral counterparts. Most typically the inorganic phase is a polymorph of CaCO, while the organic phase contains biopolymers which have been presumed to be chitin and/or proteins. Identifying the biopolymer phase is therefore a crucial step in improving our understanding of design principles relevant to biominerals. In this work we study seven shells; four are examples of nacroprismatic shells (Alathyria jacksoni, Pinctada maxima, Hyriopsis cumingii and Cucumerunio novaehollandiae), one homogeneous (Arctica islandica), and two are crossed lamellar (Callista kingii, Tridacna gigas). Both intact shells, their organic extracts as isolated after decalcification in acid, and the periostracum overlay have been studied by solid-state CP-MAS NMR, FTIR, SEM and chemical analysis. In none of the shells examined in this work do we find a significant contribution to the organic fraction from chitin or its derivatives despite popular models of bivalve biomineralization which assume abundant chitin in the organic fraction of mollusc bivalve shells. In each of the nacroprismatic extracts the C NMR spectra represent similar proteinaceous material, Ala and Gly-rich and primarily organized as β-sheets. A different, yet highly conserved protein was found in the periostracum covering each of the three nacreous shells studied. The Arctica islandica shells with homogeneous microstructure contained proteins which do not appear to be silk-like, while in the crossed lamellar shells we extracted too little organic matter to characterize.\n\nSTATEMENT OF SIGNIFICANCE: Hydrophobic macromolecules are structural components within the calcareous inorganic matrix of bivalve shells and are responsible for enhanced materials properties of the biominerals. Prevalent models suggest that chitin is such major hydrophobic component. Contrary to that we show that chitin is rare within the hydrophobic biopolymers which primarily consist of proteinaceous matter with structural motifs as silk-like β -sheets, or others yet to be determined. Recognizing that diverse proteinaceous motifs, devoid of abundant chitin, can yield the optimized mechanical properties of bivalve shells is critical both to understand the mechanistic pathways by which they regulate biomineralization and for the design of novel bioinspired materials.'
30217571	2018	'The expression and activity of human placental transporters during pregnancy could be altered by several factors including pathological changes associated with preeclampsia. The aims of this study were to identify the placental efflux transporters involved in the bio-disposition of pravastatin, determine the protein expression of these transporters and their encoding genes as well as the activity of pravastatin uptake in placentas obtained from patients with preeclampsia. ATP-dependent uptake of [3H]-pravastatin by trophoblast tissue apical and basal membrane vesicles exhibited sigmoidal kinetics. The curved shapes of Eadie-Hofstee plots indicate that more than one placental transporter are involved in the uptake of pravastatin. ATP-dependent uptake of [3H]-pravastatin into vesicles expressing MRP1-5, BCRP, and P-gp, as well as the results of inhibition studies suggest that BCRP and MRP1 are the major placental efflux transporters responsible for the in vitro uptake of pravastatin. Compared to placentas from healthy pregnancies, preeclamptic placentas had increased number of syncytial knots with increased expression of BCRP in their apical membrane and increased expression of MRP1 in the cytoplasm of the syncytiotrophoblast and in cytoplasm of syncytial knots. There was a concomitant increase in ABCC1 but not in ABCG2 gene expressions in preeclamptic placentas. ATP-dependent uptake of [3H]-pravastatin by vesicles prepared from apical membranes of preeclamptic placentas was similar to the uptake by vesicles prepared from placentas obtained after uncomplicated pregnancies (13.9 ± 6.5 vs 14.1 ± 5.8 pmol·mg protein·min). The transporter-specific changes in the expression of BCRP and MRP1 in preeclamptic placentas did not affect the efflux activity of transporters localized on the apical membrane of the syncytiotrophoblast.'
30217566	2018	'The current therapeutic armamentarium for castration-resistant prostate cancer (CRPC) includes second-generation agents such as the Androgen Receptor (AR) inhibitor enzalutamide and the androgen synthesis inhibitor abiraterone acetate, immunotherapies like sipuleucel-T, chemotherapies including docetaxel and cabazitaxel and the radiopharmaceutical radium 223 dichloride. However, relapse of CRPC resistant to these therapeutic modalities occur rapidly. The mechanisms of resistance to these treatments are complex, including specific mutations or alternative splicing of oncogenic proteins. An alternative approach to treating CRPC may be to target the turnover of these molecular drivers of CRPC. In this review, the mechanisms by which protein stability of several oncoproteins such as AR, ERG, GR, CYP17A1 and MYC, will be discussed, as well as how these findings could be translated into novel therapeutic agents.'
30217565	2018	'Krüppel-like factor 4 (KLF4) is an important transcription factor that is expressed in a variety of tissues and regulates many critical physiologic and cellular processes, including cell proliferation, differentiation, stem cell reprogramming, maintenance of genomic stability, and normal tissue homeostasis. KLF4 has both tumor suppressive and oncogenic functions in gastrointestinal and other cancers. These functions are thought to be context dependent, but how KLF4 exerts these differential functions and the molecular mechanisms behind them remain poorly understood. Recent studies have shown that the KLF4 gene undergoes alternative splicing, and the protein products of certain transcripts antagonize wild-type KLF4 function, suggesting an additional layer of regulation of KLF4 function. Therefore, detailed study of KLF4 alternative splicing may not only provide new insights into the complexity of KLF4 functions but also lead to rational targeting of KLF4 for cancer prevention and therapy.'
30217564	2018	'The chromosomal locations of lncRNAs (long non-coding RNAs, lncRNAs) infer their biological functions in cancer. Lnc-RAB1A-2, a Ras-related protein Rab-1A (RAB1A) upstream lncRNA, was chosen for assessment of its impact on lung cancer prognosis in a case-based analysis and investigation of its biological function though a series of functional assays. Lnc-RAB1A-2 was significantly upregulated in 276 lung cancer tissues compared with corresponding non-tumor tissues, and its expression level was significantly correlated with clinical stage and metastasis status in lung cancer patients. Patients with high expression levels of this lncRNA had a shorter median survival time (16.0 months vs. 23.0 months, P = 011 in southern samples; 8.0 months vs. 19.0 months, P=0.020 in eastern samples; 13.0 months vs. 19.0 months, P=0.002 in merged samples) and a higher risk of death than those with lower levels (HR=1.52; 95% CI=1.01-2.26, in merged samples). Additionally, overexpression of lnc-RAB1A-2 significantly promoted lung cancer cell proliferation in vitro and in vivo. Further analyses using digital gene expression tag profiling revealed that lnc-RAB1A-2 could affect the expression of fibroblast growth factor 1 (FGF1), a gene involved in the PI3K/AKT/mTOR pathway that is largely activated by RAB1A. FGF1 was confirmed to be a down-stream gene of lnc-RAB1A-2. Collectively, our study demonstrated that lnc-RAB1A-2 is associated with poor lung cancer prognosis by promoting lung cancer development.'
30217560	2018	'CD133 is a surface marker of liver cancer stem cells. Transmembrane 4 L six family member 5 (TM4SF5) promotes sphere growth and circulation. However, it is unknown how CD133 and TM4SF5 cross-talk with each other for cancer stem cell properties. Here, we investigated the significance of inter-relationships between CD133, TM4SF5, CD44, and protein tyrosine phosphatase receptor type F (PTPRF) in a three-dimensional (3D) sphere growth system. We found that CD133 upregulated TM4SF5 and CD44, whereas TM4SF5 and CD44 did not affect CD133 expression. Signaling activity following CD133 phosphorylation caused TM4SF5 expression and sphere growth. TM4SF5 bound to CD133 and promoted c-Src activity for CD133 phosphorylation as a positive feedback loop, leading to CD133-mediated sphere growth that was inhibited by TM4SF5 inhibition or suppression. TM4SF5 also bound PTPRF and promoted paxillin phosphorylation. Decreased sphere growth upon CD133 suppression was recovered by TM4SF5 expression and partially by PTPRF suppression. TM4SF5 inhibition enhanced PTPRF levels and abolished PTPRF suppression-mediated sphere growth. Altogether, CD133-induced TM4SF5 expression and function were important for liver cancer sphere growth and may be a promising target to block metastasis.'
30217558	2018	'Maintenance of epigenetic integrity relies on coordinated recycling and partitioning of parental histones and deposition of newly synthesized histones during DNA replication. This process depends upon a poorly characterized network of histone chaperones, remodelers, and binding proteins. Here we implicate the POLE3-POLE4 subcomplex of the leading-strand polymerase, Polε, in replication-coupled nucleosome assembly through its ability to selectively bind to histones H3-H4. Using hydrogen/deuterium exchange mass spectrometry and physical mapping, we define minimal domains necessary for interaction\xa0between POLE3-POLE4 and histones H3-H4. Biochemical analyses establish that POLE3-POLE4 is a histone chaperone that promotes tetrasome formation and DNA supercoiling in\xa0vitro. In cells, POLE3-POLE4 binds both newly synthesized and parental histones, and its depletion hinders helicase unwinding and chromatin PCNA unloading and compromises coordinated parental histone retention and new histone deposition. Collectively, our study reveals that POLE3-POLE4 possesses intrinsic H3-H4 chaperone activity, which facilitates faithful nucleosome dynamics at the replication fork.'
30217538	2018	"'Very little research has assessed how measures of negative and positive affect (NA and PA) derived from assessments at multiple time points per day (e.g., via ecological momentary assessment [EMA]), as opposed to questionnaires that rely on recall over a longer period, are related to levels of peripheral inflammation. We examined how different indicators of NA and PA predicted concentrations of C-reactive protein (CRP) and seven peripheral inflammatory cytokines (IL-1β, IL-6, TNF-α, IL-8, IL-4, IL-10, and IFN-γ) that were examined in the form of an inflammatory composite. A community-based sample of 220 adults (62% Black/African-American and 25% Hispanic/Latino; aged 25-65; 65% female) completed questionnaires at baseline (including recalled affect ""over the past month"") and then provided EMA reports 5x/day for 14 days. Blood was drawn from each participant after completion of EMA and used to determine plasma levels of CRP and cytokines. Analyses examined if indicators of affect predicted inflammation, controlling for age, gender, body mass index, education, health conditions, and statin use. Neither recalled NA or PA nor momentary NA or PA (aggregated across the 14 days of EMA) were significantly associated with the cytokine composite or CRP. Negative mood more proximal to the blood draw (i.e., aggregated momentary NA in week 2 of EMA) was associated with the cytokine composite but not CRP. Exploratory moderation analyses revealed that the cytokine composite was also associated with PA in week 2 for men only, and with recalled NA for those with lower education. Exploratory analyses around temporal dynamics suggested that the timing of NA measurement relative to the blood draw mattered: Specifically, there were stronger trends of association between momentary NA and inflammatory cytokines when NA was assessed closer in time to blood collection. Future investigation of the relevance of temporal proximity and other measurement details may improve understanding of how affect relates to inflammation.'"
30217532	2018	'Women who have experienced significant adversities during childhood and adulthood are at risk for excessive inflammation during pregnancy, but the mechanisms are unclear. Using structural equation modeling, we examined pathways from childhood abuse history and current socioeconomic status (SES) to inflammatory markers through indicators of health risk, recent stressors, and psychological distress in 214 women assessed at mid-pregnancy (5-31 weeks gestation). Self-reported data on socioeconomic indicators, childhood trauma history, pre-pregnancy body mass index (BMI), smoking, sleep quality, interpersonal conflict, recent life events, perceived stress, and depressive symptoms were collected, and serum levels of C-reactive protein (CRP) and interleukin (IL)-6 were determined. In separate models, pre-pregnancy BMI, sleep quality, and interpersonal conflict statistically explained the relationship between adversity and inflammation. These three intermediate variables were then entered into a multiple mediation analysis to examine unique effects. Childhood abuse history and current SES both demonstrated significant indirect effects on CRP through pre-pregnancy BMI, and current SES showed a significant indirect effect on IL-6 through all intermediate variables. When examining each indirect pathway individually, pre-pregnancy BMI and interpersonal conflict emerged as parallel pathways by which low current SES leads to elevated IL-6; the indirect pathway through sleep quality was no longer significant. Pre-pregnancy BMI and interpersonal conflict are two independent mechanisms by which adversity is associated with increased inflammation during pregnancy. Women who have been exposed to significant adversity may be at particular risk for obesity, sleep disruption, and interpersonal conflict, with implications for immune dysregulation during pregnancy.'
30217522	2018	'Chagas disease is a protozoan parasitic disease caused by Trypanosoma cruzi. This injurious disease spread by the circulation of the blood sucking triatomine insects and transmitted to humans. Chagas disease is endemic in Latin America and also known as American trypanosomasis. Currently, 7 million people are infected by T. cruzi infection and about 22,000 death cases were reported per year throughout the Americas. Various immunization approaches against T. cruzi infection have been examined and some of the developed vaccine showed efficacy in animal models but there is no effective and safe vaccines for humans have been developed yet. Since, the drug resistance is increasing day by day because the developed drug (nifurtimox and benznidazole) to control T. cruzi infection, failed to activate a prodrug and still no drug and vaccine have been established. To control the infection of chagas disease, here in this study we use immunoinformatics method to design multi-epitope subunit vaccine against T. cruzi infection. Moreover, on the basis of immunogenicity B and T cell epitopes were evaluated. The allergenicity, antigenicity was predicted to ensure the safety of vaccine constructs whereas, the physiochemical property showing the stable nature of final vaccine model. Further, molecular docking was performed to optimize the interaction between TLR-2 and TLR-4 (receptor) and vaccine model (ligand) complex. Molecular dynamics simulation was performed to evaluate the energy minimization; RMSD and RMSF plot which confirm the stability of TLR-2 and TLR-4 (receptor) present on immune cells and vaccine model (ligand) complex. This study needed the experimental validation for the safety and immunogenic behavior of designed vaccine protein and it may be helpful in future to control T. cruzi infection.'
